Datetime,Predicted_MW
2024-07-26 03:30:00,22642.03
2024-07-26 04:00:00,22656.943
2024-07-26 04:30:00,22683.33
2024-07-26 05:00:00,22760.62
2024-07-26 05:30:00,22840.062
2024-07-26 06:00:00,22966.492
2024-07-26 06:30:00,23124.379
2024-07-26 07:00:00,23340.15
2024-07-26 07:30:00,24096.217
2024-07-26 08:00:00,24971.348
2024-07-26 08:30:00,26441.975
2024-07-26 09:00:00,27796.08
2024-07-26 09:30:00,28951.193
2024-07-26 10:00:00,29488.266
2024-07-26 10:30:00,29650.838
2024-07-26 11:00:00,29489.172
2024-07-26 11:30:00,29344.822
2024-07-26 12:00:00,29206.807
2024-07-26 12:30:00,29148.424
2024-07-26 13:00:00,29128.475
2024-07-26 13:30:00,29084.73
2024-07-26 14:00:00,29101.607
2024-07-26 14:30:00,29134.303
2024-07-26 15:00:00,29205.121
2024-07-26 15:30:00,29226.576
2024-07-26 16:00:00,29266.61
2024-07-26 16:30:00,29190.1
2024-07-26 17:00:00,29159.037
2024-07-26 17:30:00,28987.887
2024-07-26 18:00:00,28893.105
2024-07-26 18:30:00,28702.557
2024-07-26 19:00:00,28576.23
2024-07-26 19:30:00,28432.176
2024-07-26 20:00:00,28290.07
2024-07-26 20:30:00,28080.467
2024-07-26 21:00:00,27820.03
2024-07-26 21:30:00,27440.984
2024-07-26 22:00:00,27005.04
2024-07-26 22:30:00,26452.342
2024-07-26 23:00:00,25896.158
2024-07-26 23:30:00,25244.531
2024-07-27 00:00:00,24597.002
2024-07-27 00:30:00,23985.648
2024-07-27 01:00:00,23447.873
2024-07-27 01:30:00,22956.193
2024-07-27 02:00:00,22616.26
2024-07-27 02:30:00,22431.38
2024-07-27 03:00:00,22320.965
2024-07-27 03:30:00,22239.305
2024-07-27 04:00:00,22182.33
2024-07-27 04:30:00,22130.412
2024-07-27 05:00:00,22113.75
2024-07-27 05:30:00,22063.842
2024-07-27 06:00:00,22054.484
2024-07-27 06:30:00,22089.746
2024-07-27 07:00:00,22172.445
2024-07-27 07:30:00,22682.084
2024-07-27 08:00:00,23245.441
2024-07-27 08:30:00,24387.736
2024-07-27 09:00:00,25566.66
2024-07-27 09:30:00,26862.42
2024-07-27 10:00:00,27825.055
2024-07-27 10:30:00,28543.957
2024-07-27 11:00:00,28778.037
2024-07-27 11:30:00,28787.555
2024-07-27 12:00:00,28656.18
2024-07-27 12:30:00,28587.17
2024-07-27 13:00:00,28564.795
2024-07-27 13:30:00,28555.088
2024-07-27 14:00:00,28611.318
2024-07-27 14:30:00,28660.97
2024-07-27 15:00:00,28775.451
2024-07-27 15:30:00,28807.871
2024-07-27 16:00:00,28901.182
2024-07-27 16:30:00,28856.607
2024-07-27 17:00:00,28891.842
2024-07-27 17:30:00,28815.84
2024-07-27 18:00:00,28806.988
2024-07-27 18:30:00,28719.305
2024-07-27 19:00:00,28643.234
2024-07-27 19:30:00,28478.875
2024-07-27 20:00:00,28279.945
2024-07-27 20:30:00,27999.104
2024-07-27 21:00:00,27649.725
2024-07-27 21:30:00,27177.252
2024-07-27 22:00:00,26637.963
2024-07-27 22:30:00,26017.326
2024-07-27 23:00:00,25372.904
2024-07-27 23:30:00,24672.773
2024-07-28 00:00:00,23974.488
2024-07-28 00:30:00,23323.486
2024-07-28 01:00:00,22827.594
2024-07-28 01:30:00,22435.027
2024-07-28 02:00:00,22222.748
2024-07-28 02:30:00,22115.447
2024-07-28 03:00:00,22051.398
2024-07-28 03:30:00,21983.588
2024-07-28 04:00:00,21931.398
2024-07-28 04:30:00,21869.676
2024-07-28 05:00:00,21848.973
2024-07-28 05:30:00,21843.68
2024-07-28 06:00:00,21883.457
2024-07-28 06:30:00,21979.066
2024-07-28 07:00:00,22119.098
2024-07-28 07:30:00,22553.467
2024-07-28 08:00:00,23021.096
2024-07-28 08:30:00,23898.09
2024-07-28 09:00:00,24813.955
2024-07-28 09:30:00,25926.791
2024-07-28 10:00:00,26866.469
2024-07-28 10:30:00,27701.127
2024-07-28 11:00:00,28188.365
2024-07-28 11:30:00,28475.363
2024-07-28 12:00:00,28517.979
2024-07-28 12:30:00,28492.705
2024-07-28 13:00:00,28447.168
2024-07-28 13:30:00,28393.732
2024-07-28 14:00:00,28409.986
2024-07-28 14:30:00,28455.334
2024-07-28 15:00:00,28564.521
2024-07-28 15:30:00,28619.484
2024-07-28 16:00:00,28715.963
2024-07-28 16:30:00,28698.37
2024-07-28 17:00:00,28730.092
2024-07-28 17:30:00,28635.904
2024-07-28 18:00:00,28600.059
2024-07-28 18:30:00,28468.648
2024-07-28 19:00:00,28378.924
2024-07-28 19:30:00,28242.59
2024-07-28 20:00:00,28106.799
2024-07-28 20:30:00,27901.303
2024-07-28 21:00:00,27643.973
2024-07-28 21:30:00,27294.031
2024-07-28 22:00:00,26900.484
2024-07-28 22:30:00,26429.93
2024-07-28 23:00:00,25950.824
2024-07-28 23:30:00,25441.361
2024-07-29 00:00:00,24937.277
2024-07-29 00:30:00,24409.537
2024-07-29 01:00:00,23935.867
2024-07-29 01:30:00,23498.135
2024-07-29 02:00:00,23175.709
2024-07-29 02:30:00,22958.541
2024-07-29 03:00:00,22877.484
2024-07-29 03:30:00,22824.402
2024-07-29 04:00:00,22829.562
2024-07-29 04:30:00,22836.79
2024-07-29 05:00:00,22893.57
2024-07-29 05:30:00,22964.646
2024-07-29 06:00:00,23087.77
2024-07-29 06:30:00,23295.148
2024-07-29 07:00:00,23569.09
2024-07-29 07:30:00,24264.367
2024-07-29 08:00:00,25072.39
2024-07-29 08:30:00,26371.174
2024-07-29 09:00:00,27568.982
2024-07-29 09:30:00,28667.469
2024-07-29 10:00:00,29260.305
2024-07-29 10:30:00,29558.668
2024-07-29 11:00:00,29501.195
2024-07-29 11:30:00,29377.24
2024-07-29 12:00:00,29228.348
2024-07-29 12:30:00,29187.49
2024-07-29 13:00:00,29169.139
2024-07-29 13:30:00,29127.744
2024-07-29 14:00:00,29125.002
2024-07-29 14:30:00,29093.713
2024-07-29 15:00:00,29113.621
2024-07-29 15:30:00,29043.447
2024-07-29 16:00:00,29037.795
2024-07-29 16:30:00,28975.297
2024-07-29 17:00:00,28973.623
2024-07-29 17:30:00,28832.705
2024-07-29 18:00:00,28752.773
2024-07-29 18:30:00,28607.361
2024-07-29 19:00:00,28502.133
2024-07-29 19:30:00,28376.475
2024-07-29 20:00:00,28235.697
2024-07-29 20:30:00,28037.986
2024-07-29 21:00:00,27779.766
2024-07-29 21:30:00,27438.43
2024-07-29 22:00:00,27050.46
2024-07-29 22:30:00,26585.303
2024-07-29 23:00:00,26124.766
2024-07-29 23:30:00,25616.406
2024-07-30 00:00:00,25127.037
2024-07-30 00:30:00,24625.717
2024-07-30 01:00:00,24177.49
2024-07-30 01:30:00,23823.441
2024-07-30 02:00:00,23570.586
2024-07-30 02:30:00,23393.97
2024-07-30 03:00:00,23327.99
2024-07-30 03:30:00,23308.855
2024-07-30 04:00:00,23385.252
2024-07-30 04:30:00,23490.967
2024-07-30 05:00:00,23665.656
2024-07-30 05:30:00,23874.055
2024-07-30 06:00:00,24150.969
2024-07-30 06:30:00,24517.867
2024-07-30 07:00:00,24982.588
2024-07-30 07:30:00,25909.799
2024-07-30 08:00:00,26852.188
2024-07-30 08:30:00,28086.133
2024-07-30 09:00:00,28975.508
2024-07-30 09:30:00,29536.746
2024-07-30 10:00:00,29628.422
2024-07-30 10:30:00,29511.959
2024-07-30 11:00:00,29313.621
2024-07-30 11:30:00,29178.326
2024-07-30 12:00:00,29090.977
2024-07-30 12:30:00,29074.217
2024-07-30 13:00:00,29089.451
2024-07-30 13:30:00,29167.18
2024-07-30 14:00:00,29226.193
2024-07-30 14:30:00,29242.916
2024-07-30 15:00:00,29233.281
2024-07-30 15:30:00,29127.893
2024-07-30 16:00:00,29052.613
2024-07-30 16:30:00,28891.643
2024-07-30 17:00:00,28805.74
2024-07-30 17:30:00,28643.686
2024-07-30 18:00:00,28564.266
2024-07-30 18:30:00,28443.791
2024-07-30 19:00:00,28373.441
2024-07-30 19:30:00,28248.652
2024-07-30 20:00:00,28134.613
2024-07-30 20:30:00,27963.516
2024-07-30 21:00:00,27763.744
2024-07-30 21:30:00,27477.639
2024-07-30 22:00:00,27168.375
2024-07-30 22:30:00,26818.553
2024-07-30 23:00:00,26478.215
2024-07-30 23:30:00,26117.248
2024-07-31 00:00:00,25767.633
2024-07-31 00:30:00,25405.814
2024-07-31 01:00:00,25069.178
2024-07-31 01:30:00,24694.191
2024-07-31 02:00:00,24366.764
2024-07-31 02:30:00,24089.578
2024-07-31 03:00:00,23912.113
2024-07-31 03:30:00,23787.268
2024-07-31 04:00:00,23771.521
2024-07-31 04:30:00,23821.422
2024-07-31 05:00:00,23979.031
2024-07-31 05:30:00,24167.006
2024-07-31 06:00:00,24427.076
2024-07-31 06:30:00,24764.672
2024-07-31 07:00:00,25196.709
2024-07-31 07:30:00,26167.1
2024-07-31 08:00:00,27143.086
2024-07-31 08:30:00,28466.852
2024-07-31 09:00:00,29360.734
2024-07-31 09:30:00,29768.967
2024-07-31 10:00:00,29720.455
2024-07-31 10:30:00,29558.783
2024-07-31 11:00:00,29367.582
2024-07-31 11:30:00,29341.193
2024-07-31 12:00:00,29316.29
2024-07-31 12:30:00,29321.777
2024-07-31 13:00:00,29319.686
2024-07-31 13:30:00,29283.283
2024-07-31 14:00:00,29264.021
2024-07-31 14:30:00,29241.707
2024-07-31 15:00:00,29238.25
2024-07-31 15:30:00,29131.678
2024-07-31 16:00:00,29077.848
2024-07-31 16:30:00,28959.697
2024-07-31 17:00:00,28915.99
2024-07-31 17:30:00,28816.152
2024-07-31 18:00:00,28767.97
2024-07-31 18:30:00,28632.084
2024-07-31 19:00:00,28526.297
2024-07-31 19:30:00,28397.484
2024-07-31 20:00:00,28264.846
2024-07-31 20:30:00,28077.295
2024-07-31 21:00:00,27849.031
2024-07-31 21:30:00,27541.102
2024-07-31 22:00:00,27201.592
2024-07-31 22:30:00,26807.217
2024-07-31 23:00:00,26422.855
2024-07-31 23:30:00,25997.777
